DICA,WASHINGTON REIS,abstencoes,aptos,bairro,cep,codigo_municipio,endereco,location,nao_considerados,nome_local,nome_munic,num_local,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
88,152,66,366,IMBARIÊ,25275300,58335,"RUA 14 DE JULHO, LT 13 QD 67","RUA 14 DE JULHO, LT 13 QD 67, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",126,ESCOLA MUNICIPAL PAULO RODRIGUES PEREIRA,DUQUE DE CAXIAS,1180,0.18,0.0,0.05,0.0,0.66,0.12,144,0,17,0,240,43,127
97,95,63,293,VILA SÃO LUIS,25065050,58335,RUA GENERAL MANOEL RABELO S/N,"RUA GENERAL MANOEL RABELO S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",101,FACULDADE DE EDUCACAO DA BAIXADA FLUMINENSE - UERJ,DUQUE DE CAXIAS,1155,0.22,0.0,0.01,0.0,0.66,0.12,72,0,3,0,192,35,200
71,224,55,377,XERÉM,25250310,58335,ESTRADA DA IGREJA VELHA-F.N.M. S/N,"ESTRADA DA IGREJA VELHA-F.N.M. S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",82,ESCOLA ESTADUAL SANTO ANTONIO,DUQUE DE CAXIAS,1090,0.15,0.0,0.01,0.0,0.78,0.06,37,0,5,0,295,22,128
102,62,75,268,VILA SÃO LUIS,25065030,58335,"RUA DOUTOR CARLOS ESTEVES, 216","RUA DOUTOR CARLOS ESTEVES, 216, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",104,CENTRO EDUCACIONAL BERBERT BARROS,DUQUE DE CAXIAS,1392,0.28,0.0,0.02,0.0,0.61,0.09,58,0,6,0,164,23,200
106,155,84,400,PILAR,25233170,58335,RUA COMENDADOR SILVA CARDOSO S/N,"RUA COMENDADOR SILVA CARDOSO S/N, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",139,ESCOLA MUNICIPAL PROFESSORA AMÉLIA CÂMARA,DUQUE DE CAXIAS,2216,0.21,0.0,0.04,0.0,0.65,0.1,649,0,16,0,261,39,79
111,100,76,332,VILA SÃO LUIS,25065050,58335,"PRAÇA DA BANDEIRA, S/N","PRAÇA DA BANDEIRA, S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",121,ESCOLA MUNICIPAL EXPEDICIONÁRIO AQUINO DE ARAÚJO,DUQUE DE CAXIAS,1198,0.23,0.0,0.03,0.0,0.64,0.11,169,0,10,0,211,35,78
131,112,68,382,VILA SÃO LUIS,25065030,58335,RUA DEPUTADO SA REGO S/N  (ESQ. COM R. PAULO DE FRONTIN),"RUA DEPUTADO SA REGO S/N  (ESQ. COM R. PAULO DE FRONTIN), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",139,ESCOLA ESTADUAL EUCLIDES DA CUNHA,DUQUE DE CAXIAS,1171,0.18,0.0,0.04,0.0,0.64,0.15,126,0,15,0,243,56,200
46,60,48,185,NOVA CAMPINAS,25265000,58335,"AV. A, S/N - QD 93","AV. A, S/N - QD 93, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",79,CRECHE E PRÉ-ESCOLA MUNICIPAL PROFESSORA ARMANDA ÁLVARO ALBERTO,DUQUE DE CAXIAS,1309,0.26,0.0,0.06,0.0,0.57,0.11,240,0,11,0,106,20,127
63,196,57,379,TAQUARA,25270000,58335,"RUA GENERAL FRANCISCO DE LIMA E SILVA, S/N","RUA GENERAL FRANCISCO DE LIMA E SILVA, S/N, TAQUARA, DUQUE DE CAXIAS, Rio de Janeiro",120,ESCOLA MUNICIPAL PROFESSORA MARIA DE ARAÚJO DA SILVA - BRIZOLINHA,DUQUE DE CAXIAS,1163,0.15,0.0,0.03,0.0,0.68,0.14,95,0,11,0,259,52,127
196,71,78,391,PARQUE LAFAIETE,25015100,58335,RUA EXP. AQUINO DE ARAUJO S/N ESQ. RUA RISOLETA CAETANO,"RUA EXP. AQUINO DE ARAUJO S/N ESQ. RUA RISOLETA CAETANO, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",124,ESCOLA MUNICIPAL TODOS OS SANTOS,DUQUE DE CAXIAS,1503,0.2,0.0,0.03,0.0,0.68,0.09,193,0,10,0,267,36,103
51,113,87,266,CAPIVARI,25243150,58335,PRACA SAO LOURENCO 112,"PRACA SAO LOURENCO 112, CAPIVARI, DUQUE DE CAXIAS, Rio de Janeiro",102,ESCOLA MUNICIPAL PRESIDENTE COSTA E SILVA,DUQUE DE CAXIAS,1406,0.33,0.0,0.02,0.0,0.62,0.04,191,0,4,0,164,11,126
72,75,44,219,CENTRO,25020150,58335,"RUA JOSE DE ALVARENGA, 642","RUA JOSE DE ALVARENGA, 642, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",72,IPMDC-INSTITUTO DE PREVIDENCIA MUNICIPAL DE DUQUE DE CAXIAS,DUQUE DE CAXIAS,1171,0.2,0.0,0.02,0.0,0.67,0.11,130,0,5,0,147,23,103
76,98,78,294,CENTRO,25020100,58335,RUA BELISARIO PENA 273,"RUA BELISARIO PENA 273, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",120,ESCOLA MUNICIPAL ALVARO ALBERTO,DUQUE DE CAXIAS,1155,0.27,0.0,0.03,0.0,0.59,0.11,61,0,9,0,174,33,103
112,117,80,355,CENTENÁRIO,25030160,58335,"R. JOÃO RIBEIRO, 73","R. JOÃO RIBEIRO, 73, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",126,JARDIM ESCOLA LUZ E SABER,DUQUE DE CAXIAS,1376,0.23,0.0,0.03,0.0,0.65,0.1,33,0,10,0,229,36,77
92,112,74,332,VILA SÃO LUIS,25065050,58335,"PRAÇA DA BANDEIRA, S/N","PRAÇA DA BANDEIRA, S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",128,ESCOLA MUNICIPAL EXPEDICIONÁRIO AQUINO DE ARAÚJO,DUQUE DE CAXIAS,1198,0.22,0.0,0.02,0.0,0.61,0.15,121,0,5,0,204,49,78
100,104,80,326,COPACABANA,25060445,58335,AV PREFEITO BRAULINO DE MATOS REIS 1410,"AV PREFEITO BRAULINO DE MATOS REIS 1410, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",122,ESCOLA MUNICIPAL WILSON DE OLIVEIRA SIMÕES (LICEU),DUQUE DE CAXIAS,1040,0.25,0.0,0.03,0.0,0.63,0.1,140,0,9,0,204,33,78
152,124,61,393,JARDIM OLAVO BILAC,25036460,58335,"PRAÇA OTÁVIO CARNEIRO, LOTE 14, QUADRA 12","PRAÇA OTÁVIO CARNEIRO, LOTE 14, QUADRA 12, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",117,ASSOCIAÇÃO EDUCACIONAL COLÉGIO OLAVO BILAC,DUQUE DE CAXIAS,1155,0.16,0.0,0.04,0.0,0.7,0.11,83,0,14,0,276,42,194
142,109,161,462,JARDIM 25 DE AGOSTO,25075025,58335,RUA MARECHAL FLORIANO 555,"RUA MARECHAL FLORIANO 555, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",211,CEDERJ - CENTRO DE EDUCAÇÃO SUPERIOR À DISTÂNCIA (ANT COL SANTA LUZIA),DUQUE DE CAXIAS,1040,0.35,0.0,0.02,0.0,0.54,0.09,9,0,10,0,251,40,66
150,109,71,394,JARDIM OLAVO BILAC,25036040,58335,RUA CASSIPORE LOTE 27 QD 92,"RUA CASSIPORE LOTE 27 QD 92, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",135,JARDIM ESCOLA REINO DA CULTURA - PREDIO I,DUQUE DE CAXIAS,1163,0.18,0.0,0.06,0.0,0.66,0.1,112,0,23,0,259,41,194
99,153,91,393,DOUTOR LAUREANO,25050580,58335,AV. CHOPIN S/N,"AV. CHOPIN S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",141,CIEP CHARLES CHAPLIN,DUQUE DE CAXIAS,1295,0.23,0.0,0.02,0.0,0.64,0.1,162,0,9,0,252,41,78
63,100,35,227,NOVA CAMPINAS,25265000,58335,"AV. A, S/N","AV. A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",64,CIEP 476 - ELIAS LAZARONI,DUQUE DE CAXIAS,1287,0.15,0.0,0.02,0.0,0.72,0.11,257,0,5,0,163,24,127
81,126,70,337,NOVA CAMPINAS,25260000,58335,"AVENIDA A, S/N","AVENIDA A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",130,ESCOLA ESTADUAL NOVA CAMPINAS,DUQUE DE CAXIAS,1376,0.21,0.0,0.04,0.0,0.61,0.14,195,0,14,0,207,46,127
133,105,117,396,25 DE AGOSTO,25071181,58335,"AVENIDA BRIGADEIRO LIMA E SILVA, 1411","AVENIDA BRIGADEIRO LIMA E SILVA, 1411, 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",158,BANCO ITAÚ - AGÊNCIA 9165 - PRAÇA HUMAITÁ,DUQUE DE CAXIAS,1279,0.3,0.0,0.02,0.0,0.6,0.08,31,0,8,0,238,33,66
132,105,121,396,JARDIM 25 DE AGOSTO,25075142,58335,"RUA PROF. JOSÉ DE SOUZA HERDY, 450","RUA PROF. JOSÉ DE SOUZA HERDY, 450, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",159,COLÉGIO ESTADUAL PROFESSOR JOSÉ DE SOUZA HERDY,DUQUE DE CAXIAS,1058,0.31,0.0,0.01,0.0,0.6,0.09,27,0,3,0,237,35,66
87,120,64,315,CORTE OITO,25030060,58335,"RUA PETRÓPOLIS, 405","RUA PETRÓPOLIS, 405, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",108,ESCOLA MUNICIPAL GASTÃO REIS,DUQUE DE CAXIAS,1120,0.2,0.0,0.03,0.0,0.66,0.11,122,0,8,0,207,36,77
126,116,78,382,PARADA ANGÉLICA,25272540,58335,"RUA LÚCIA HELENA FACCINI, 08","RUA LÚCIA HELENA FACCINI, 08, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",140,ESCOLA MUNICIPAL MARECHAL FLORIANO PEIXOTO,DUQUE DE CAXIAS,1090,0.2,0.0,0.04,0.0,0.63,0.12,53,0,17,0,242,45,127
137,108,81,385,SANTA LÚCIA,25275450,58335,"AV. FELICIANO SODRÉ, S/N","AV. FELICIANO SODRÉ, S/N, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",140,CIEP 171 - JOSÉ AMÉRICO PESSANHA,DUQUE DE CAXIAS,1015,0.21,0.0,0.05,0.0,0.64,0.1,154,0,21,0,245,38,127
94,102,90,324,PARQUE SENHOR DO BONFIM,25000000,58335,AV. SALGADO FILHO 434,"AV. SALGADO FILHO 434, PARQUE SENHOR DO BONFIM, DUQUE DE CAXIAS, Rio de Janeiro",128,ESCOLA MUNICIPAL ZILLA JUNGER,DUQUE DE CAXIAS,1309,0.28,0.0,0.02,0.0,0.6,0.1,97,0,7,0,196,31,103
109,102,117,379,VILA SÃO LUIS,25065090,58335,AV PRESIDENTE TANCREDO NEVES 1067,"AV PRESIDENTE TANCREDO NEVES 1067, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",168,ESCOLA MUNICIPAL LIONS,DUQUE DE CAXIAS,1228,0.31,0.0,0.02,0.0,0.56,0.11,100,0,9,0,211,42,78
44,201,51,324,AMAPÁ,25056110,58335,ESTRADA DO AMAPA S/N,"ESTRADA DO AMAPA S/N, AMAPÁ, DUQUE DE CAXIAS, Rio de Janeiro",79,CIEP 348 - EUGENIA MOREYRA,DUQUE DE CAXIAS,1600,0.16,0.0,0.04,0.0,0.76,0.05,549,0,12,0,245,16,79
121,108,107,371,COPACABANA,25060350,58335,RUA ITU 1,"RUA ITU 1, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",142,ESCOLA ESTADUAL ARARIBÓIA,DUQUE DE CAXIAS,1031,0.29,0.0,0.02,0.0,0.62,0.08,16,0,7,0,229,28,78
118,130,111,398,JARDIM 25 DE AGOSTO,25071202,58335,"RUA PROF. JOSÉ DE SOUZA HERDY, 1160","RUA PROF. JOSÉ DE SOUZA HERDY, 1160, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",150,UNIGRANRIO,DUQUE DE CAXIAS,1015,0.28,0.0,0.02,0.0,0.62,0.08,41,0,6,0,248,33,66
124,117,85,360,SÃO BENTO,25045030,58335,AVENIDA PRESIDENTE KENNEDY S/N,"AVENIDA PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",119,ESCOLA MUNICIPAL NISIA VILELA FERNANDES,DUQUE DE CAXIAS,2208,0.24,0.0,0.02,0.0,0.67,0.08,561,0,7,0,241,27,79
189,84,75,393,PARQUE LAGUNA E DOURADOS,25085420,58335,"AV. DR. MANOEL TELLES, S/N","AV. DR. MANOEL TELLES, S/N, PARQUE LAGUNA E DOURADOS, DUQUE DE CAXIAS, Rio de Janeiro",120,CENTRO EDUCACIONAL COLEGIO CARLOS GOMES (QUADRA),DUQUE DE CAXIAS,1325,0.19,0.0,0.03,0.0,0.69,0.08,125,0,12,0,273,33,103
149,96,113,385,PANTANAL,25040160,58335,AV. GOMES FREIRE S/N,"AV. GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",140,CIEP CLEMENTINA DE JESUS,DUQUE DE CAXIAS,1805,0.29,0.0,0.03,0.0,0.64,0.04,162,0,10,0,245,17,79
79,157,127,391,PARQUE DAS MISSÕES,25085009,58335,ROD. WASHINGTON LUIZ KM 0,"ROD. WASHINGTON LUIZ KM 0, PARQUE DAS MISSÕES, DUQUE DE CAXIAS, Rio de Janeiro",155,CIEP 350 TÚLIO ROBERTO CARDOSO QUINTINIANO,DUQUE DE CAXIAS,1163,0.32,0.0,0.02,0.0,0.6,0.06,121,0,6,0,236,22,200
107,160,69,377,SARAPUÍ,25050040,58335,RUA ALEX LUNDGREN 21/22,"RUA ALEX LUNDGREN 21/22, SARAPUÍ, DUQUE DE CAXIAS, Rio de Janeiro",110,COLÉGIO SÃO MIGUEL ARCANJO,DUQUE DE CAXIAS,1236,0.18,0.0,0.02,0.0,0.71,0.09,131,0,8,0,267,33,78
137,123,83,397,SÃO BENTO,25045010,58335,AV. PRESIDENTE KENNEDY 9422,"AV. PRESIDENTE KENNEDY 9422, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",137,FEUDUC,DUQUE DE CAXIAS,1252,0.21,0.0,0.02,0.0,0.65,0.11,353,0,9,0,260,45,79
150,60,75,321,BAR DOS CAVALEIROS,25015420,58335,RUA CAMPOS 55,"RUA CAMPOS 55, BAR DOS CAVALEIROS, DUQUE DE CAXIAS, Rio de Janeiro",111,ESCOLA MUNICIPAL PROF. HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1384,0.23,0.0,0.02,0.0,0.65,0.09,205,0,7,0,210,29,103
82,54,92,246,ENGENHO DO PORTO,25015190,58335,RUA COMANDANTE ARI PARREIRAS S/N,"RUA COMANDANTE ARI PARREIRAS S/N, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",110,CIEP ANTONIETA CAMPOS DA PAZ (CIEP 434-MARIA JOSE MACHADO),DUQUE DE CAXIAS,1368,0.37,0.0,0.02,0.0,0.55,0.05,182,0,5,0,136,13,103
90,129,57,310,CIDADE DOS MENINOS,25233000,58335,AV.PRESIDENTE KENNEDY KM 12,"AV.PRESIDENTE KENNEDY KM 12, CIDADE DOS MENINOS, DUQUE DE CAXIAS, Rio de Janeiro",91,CIEP 032 - CORA CORALINA,DUQUE DE CAXIAS,1066,0.18,0.0,0.03,0.0,0.71,0.08,564,0,9,0,219,25,79
65,206,57,371,VILA BONANÇA,25000000,58335,RUA JOAO SANTOS SOBRINHO 16,"RUA JOAO SANTOS SOBRINHO 16, VILA BONANÇA, DUQUE DE CAXIAS, Rio de Janeiro",100,ESCOLA MUNICIPAL BRASILIA,DUQUE DE CAXIAS,1163,0.15,0.0,0.03,0.0,0.73,0.09,107,0,11,0,271,32,128
68,79,108,291,CENTRO,25020100,58335,RUA BELISARIO PENA 273,"RUA BELISARIO PENA 273, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",144,ESCOLA MUNICIPAL ALVARO ALBERTO,DUQUE DE CAXIAS,1155,0.37,0.0,0.02,0.0,0.51,0.1,49,0,6,0,147,30,103
159,78,120,391,PARQUE LAGUNA E DOURADOS,25085420,58335,"AV. DR. MANOEL TELLES, S/N","AV. DR. MANOEL TELLES, S/N, PARQUE LAGUNA E DOURADOS, DUQUE DE CAXIAS, Rio de Janeiro",154,CENTRO EDUCACIONAL COLEGIO CARLOS GOMES (QUADRA),DUQUE DE CAXIAS,1325,0.31,0.0,0.02,0.0,0.61,0.07,102,0,8,0,237,26,103
114,146,98,396,DOUTOR LAUREANO,25050580,58335,AV. CHOPIN 25,"AV. CHOPIN 25, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",136,ESCOLA ESTADUAL HERBERT MOSES,DUQUE DE CAXIAS,1082,0.25,0.0,0.02,0.0,0.66,0.08,31,0,8,0,260,30,78
77,127,90,314,CIDADE DOS MENINOS,25233000,58335,AV. PRESIDENTE KENNEDY KM 12,"AV. PRESIDENTE KENNEDY KM 12, CIDADE DOS MENINOS, DUQUE DE CAXIAS, Rio de Janeiro",110,ESCOLA ESTADUAL ASSIS CHATEAUBRIAND,DUQUE DE CAXIAS,1074,0.29,0.0,0.01,0.0,0.65,0.05,32,0,3,0,204,17,79
120,118,94,367,CENTENÁRIO,25020210,58335,RUA MANOEL VIEIRA S/N,"RUA MANOEL VIEIRA S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",129,ESCOLA MUNICIPAL CARLOTA MACHADO,DUQUE DE CAXIAS,1384,0.26,0.0,0.02,0.0,0.65,0.07,174,0,9,0,238,26,77
84,86,93,298,PARADA ANGÉLICA,25272230,58335,"RUA REAL DA ESTRELA, S/N","RUA REAL DA ESTRELA, S/N, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",128,CIEP 407 - NEUZA GOULART BRIZOLA,DUQUE DE CAXIAS,1074,0.31,0.0,0.04,0.0,0.57,0.08,45,0,12,0,170,23,127
55,190,121,399,FIGUEIRA,25230020,58335,AV. DEMETRIO RIBEIRO S/N,"AV. DEMETRIO RIBEIRO S/N, FIGUEIRA, DUQUE DE CAXIAS, Rio de Janeiro",154,COLEGIO ESTADUAL FREI HENRIQUE DE COIMBRA,DUQUE DE CAXIAS,1414,0.3,0.0,0.03,0.0,0.61,0.06,202,0,10,0,245,23,126
136,109,108,399,VILA SÃO LUIS,25065005,58335,RUA DR. CARLOS ESTEVES S/N (ESQ. COM R. STA TERESA),"RUA DR. CARLOS ESTEVES S/N (ESQ. COM R. STA TERESA), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",154,ESCOLA MUNICIPAL MARECHAL MALLET,DUQUE DE CAXIAS,1031,0.27,0.0,0.02,0.0,0.61,0.09,18,0,9,0,245,37,200
93,114,86,338,SARACURUNA,25212390,58335,AV. PRESIDENTE ROOSEVELT S/N,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",131,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,0.25,0.0,0.03,0.0,0.61,0.1,297,0,10,0,207,35,126
108,120,96,356,CORTE OITO,25030060,58335,"RUA PETRÓPOLIS, 175","RUA PETRÓPOLIS, 175, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",128,ESCOLA MUNICIPAL ANÍSIO SPINOLA TEIXEIRA,DUQUE DE CAXIAS,1112,0.27,0.0,0.03,0.0,0.64,0.06,46,0,9,0,228,23,77
92,105,59,299,ITATIAIA,25070000,58335,"RUA ALBERTO TORRES, 124","RUA ALBERTO TORRES, 124, ITATIAIA, DUQUE DE CAXIAS, Rio de Janeiro",102,EDUCANDARIO CRUZEIRO DO SUL,DUQUE DE CAXIAS,1066,0.2,0.0,0.04,0.0,0.66,0.11,40,0,11,0,197,32,200
110,61,120,326,SÃO BENTO,25045000,58335,AV. PRESIDENTE KENNEDY S/N,"AV. PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",155,CIEP 201 AARAO STEINBRUCH,DUQUE DE CAXIAS,1910,0.37,0.0,0.03,0.0,0.52,0.08,151,0,10,0,171,25,79
69,94,64,264,GRAMACHO,25035185,58335,"RUA JOAQUIM JOSE SOARES, N 273","RUA JOAQUIM JOSE SOARES, N 273, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",101,CENSA -  CENTRO EDUCACIONAL DE CAXIAS NOSSA SRA APARECIDA,DUQUE DE CAXIAS,1287,0.24,0.0,0.04,0.0,0.62,0.1,101,0,11,0,163,26,194
151,98,100,380,VILA OPERARIA,25080520,58335,"RUA BADGER DA SILVEIRA, 9","RUA BADGER DA SILVEIRA, 9, VILA OPERARIA, DUQUE DE CAXIAS, Rio de Janeiro",131,ESCOLA MUNICIPAL VILA OPERARIA,DUQUE DE CAXIAS,1376,0.26,0.0,0.03,0.0,0.66,0.05,89,0,12,0,249,19,66
122,111,104,388,PARQUE PAULICÉIA,25071000,58335,RUA PARANA 739,"RUA PARANA 739, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",155,ESCOLA MUNICIPAL MOTA SOBRINHO,DUQUE DE CAXIAS,1023,0.27,0.0,0.03,0.0,0.6,0.1,11,0,12,0,233,39,200
71,198,69,396,TAQUARA,25270000,58335,"PRAÇA SÃO PAULO, S/N","PRAÇA SÃO PAULO, S/N, TAQUARA, DUQUE DE CAXIAS, Rio de Janeiro",127,ESCOLA MUNICIPAL BARÃO DA TAQUARA,DUQUE DE CAXIAS,1333,0.17,0.0,0.03,0.0,0.68,0.12,156,0,11,0,269,47,127
125,94,80,331,PANTANAL,25040160,58335,AV GOMES FREIRE S/N,"AV GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",112,ESCOLA MUNICIPAL MARIA CLARA MACHADO (ANT. MARIA TENÓRIO),DUQUE DE CAXIAS,2232,0.24,0.0,0.02,0.0,0.66,0.08,611,0,6,0,219,26,79
107,128,125,393,JARDIM GRAMACHO,25056070,58335,RUA FREI CANECA 98,"RUA FREI CANECA 98, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",158,COLÉGIO ESTADUAL ÁLVARO NEGROMONTE,DUQUE DE CAXIAS,1139,0.32,0.0,0.03,0.0,0.6,0.05,59,0,12,0,235,21,78
150,116,75,398,PANTANAL,25040060,58335,AV. LAURO SODRE S/N,"AV. LAURO SODRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",132,CIEP GRACILIANO RAMOS,DUQUE DE CAXIAS,1376,0.19,0.0,0.02,0.0,0.67,0.13,406,0,7,0,266,50,79
106,157,85,398,PILAR,25230140,58335,RUA DA FELICIDADE 03,"RUA DA FELICIDADE 03, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",135,ESCOLA MUNICIPAL SOLANO TRINDADE,DUQUE DE CAXIAS,2151,0.21,0.0,0.04,0.0,0.66,0.09,636,0,14,0,263,36,79
33,130,66,243,SANTO ANTONIO,25253550,58335,RUA MANOEL GARCIA DA SILVA S/N,"RUA MANOEL GARCIA DA SILVA S/N, SANTO ANTONIO, DUQUE DE CAXIAS, Rio de Janeiro",80,ESCOLA ESTADUAL HERVALINA DINIZ PIRES,DUQUE DE CAXIAS,1120,0.27,0.0,0.01,0.0,0.67,0.05,54,0,2,0,163,12,128
132,126,73,390,VILA SÃO LUIS,25065172,58335,AV. BRASIL S/N (ESQ. COM R. QUATORZE DE JULHO),"AV. BRASIL S/N (ESQ. COM R. QUATORZE DE JULHO), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",132,ESCOLA ESTADUAL PROFESSORA LIA MARCIA GONÇALVES PANARO,DUQUE DE CAXIAS,1104,0.19,0.0,0.03,0.0,0.66,0.12,128,0,11,0,258,48,200
187,86,100,398,PARQUE FELICIDADE,25080570,58335,"RUA BARBOSA ARAÚJO, 265","RUA BARBOSA ARAÚJO, 265, PARQUE FELICIDADE, DUQUE DE CAXIAS, Rio de Janeiro",125,ESCOLA MUNICIPAL ONERES NUNES DE OLIVEIRA - ANTIGO COLEGIO FLUMINENSE,DUQUE DE CAXIAS,1228,0.25,0.0,0.01,0.0,0.69,0.06,98,0,3,0,273,22,66
71,195,75,397,FIGUEIRA,25230020,58335,AV. DEMETRIO RIBEIRO S/N,"AV. DEMETRIO RIBEIRO S/N, FIGUEIRA, DUQUE DE CAXIAS, Rio de Janeiro",131,COLEGIO ESTADUAL FREI HENRIQUE DE COIMBRA,DUQUE DE CAXIAS,1414,0.19,0.0,0.02,0.0,0.67,0.12,204,0,9,0,266,47,126
92,146,91,395,PILAR,25233090,58335,"RUA LEONTINA MEZIOT, S/N","RUA LEONTINA MEZIOT, S/N, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",157,CIEP 404 - CLARICE LISPECTOR,DUQUE DE CAXIAS,1082,0.23,0.0,0.04,0.0,0.6,0.12,653,0,17,0,238,49,79
49,125,55,276,PARQUE EQUITATIVA,25260390,58335,"AV. DUQUE DE CAXIAS, 153","AV. DUQUE DE CAXIAS, 153, PARQUE EQUITATIVA, DUQUE DE CAXIAS, Rio de Janeiro",102,ESCOLA MUNICIPAL MINERVINA BARBOSA DE CASTRO,DUQUE DE CAXIAS,1104,0.2,0.0,0.04,0.0,0.63,0.13,61,0,12,0,174,35,127
73,157,63,326,TAQUARA,25270010,58335,"ESTRADA CACHOEIRA DAS DORES, 410","ESTRADA CACHOEIRA DAS DORES, 410, TAQUARA, DUQUE DE CAXIAS, Rio de Janeiro",96,ESCOLA ESTADUAL NOVA AMÉRICA,DUQUE DE CAXIAS,1139,0.19,0.0,0.02,0.0,0.71,0.08,86,0,8,0,230,25,127
60,235,34,358,MANTIQUIRA,25250570,58335,"RUA DR. OSMUNDO RIBEIRO DUARTE, S/N","RUA DR. OSMUNDO RIBEIRO DUARTE, S/N, MANTIQUIRA, DUQUE DE CAXIAS, Rio de Janeiro",63,ESCOLA MUNICIPAL SANTO AGOSTINHO,DUQUE DE CAXIAS,1155,0.09,0.0,0.03,0.0,0.82,0.06,76,0,9,0,295,20,128
65,122,50,277,CRISTÓVÃO COLOMBO,25270000,58335,"RUA ZUMBI DOS PALMARES, S/N","RUA ZUMBI DOS PALMARES, S/N, CRISTÓVÃO COLOMBO, DUQUE DE CAXIAS, Rio de Janeiro",90,ESCOLA MUNICIPAL MÁRCIO FIAT,DUQUE DE CAXIAS,1252,0.18,0.0,0.04,0.0,0.68,0.1,126,0,12,0,187,28,127
107,122,109,372,COPACABANA,25060350,58335,RUA ITU 1,"RUA ITU 1, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",143,ESCOLA ESTADUAL ARARIBÓIA,DUQUE DE CAXIAS,1031,0.29,0.0,0.02,0.0,0.62,0.07,15,0,7,0,229,27,78
